Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanWorkingHours,WorkDays,OverTimeFrequency
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,541,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2,3,3,1.0,2.0,3.0,10.211385327635327,234,1.0
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,542,Male,4,Research Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,2,3,4.0,1.0,3.0,6.781549408014572,244,0.0
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,543,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,0,3,3,1.0,2.0,3.0,6.296936170212766,235,0.0
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,544,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,0,3,3,4.0,3.0,3.0,10.463207994579944,246,1.0
33,No,Travel_Frequently,Sales,9,3,Medical,545,Female,2,Research Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,2,3,4.0,2.0,3.0,8.041233424782808,243,0.5720164609053497
34,No,Non-Travel,Sales,1,1,Marketing,546,Female,2,Research Director,Married,26960,3.0,23,0,6.0,3,0,0,0,3,4,3.0,4.0,3.0,7.120342066957788,229,0.0
48,No,Non-Travel,Sales,2,1,Life Sciences,547,Male,2,Sales Executive,Single,23700,2.0,11,0,27.0,3,5,2,1,3,3,1.0,4.0,2.0,6.210528752436647,228,0.0
45,No,Non-Travel,Research & Development,1,3,Medical,548,Female,2,Human Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,3,3,2.0,3.0,3.0,6.015613026819923,232,0.0
52,No,Travel_Rarely,Sales,1,3,Life Sciences,549,Male,1,Sales Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,3,3,2.0,2.0,3.0,7.982319788797062,242,0.49586776859504134
38,No,Travel_Rarely,Research & Development,6,2,Medical,550,Male,1,Research Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,2,3,3.0,3.0,3.0,10.697828385065227,247,1.0
29,No,Travel_Rarely,Research & Development,8,3,Medical,551,Female,4,Research Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,4,3,3.0,4.0,3.0,6.323727053140097,230,0.0
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,552,Female,4,Laboratory Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,3,3,4.0,2.0,2.0,6.89652719174871,237,0.0
46,No,Travel_Rarely,Research & Development,6,4,Medical,553,Male,3,Sales Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,3,3,1.0,3.0,3.0,6.399091970121382,238,0.0
38,No,Travel_Rarely,Research & Development,7,4,Medical,554,Male,1,Sales Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,3,4,4.0,2.0,3.0,7.389816810344827,232,0.021551724137931036
43,No,Travel_Frequently,Research & Development,5,3,Medical,555,Female,2,Laboratory Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3,3,3.0,1.0,3.0,7.119895264116576,244,0.0
39,Yes,Travel_Frequently,Sales,1,3,Marketing,556,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,5,3,3,1.0,4.0,3.0,7.199784215546018,233,0.0
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,557,Male,1,Healthcare Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3,3,3.0,3.0,4.0,5.983684270690444,243,0.0
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,558,Female,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0,10.518713512241055,236,1.0
39,No,Non-Travel,Research & Development,6,3,Life Sciences,559,Male,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0,6.195073915116834,233,0.0
36,No,Non-Travel,Research & Development,1,3,Medical,560,Male,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0,7.195747584541063,230,0.0
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,561,Male,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,3.0,4.0,3.0,6.606262183235867,228,0.0
28,No,Travel_Rarely,Sales,2,4,Marketing,562,Male,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,3,1.0,2.0,1.0,7.4839790448343075,228,0.03070175438596491
35,No,Travel_Frequently,Research & Development,9,2,Other,563,Female,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0,6.596385249878699,229,0.0
49,No,Travel_Rarely,Sales,2,2,Medical,564,Female,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0,7.172206521739131,230,0.0
34,No,Travel_Frequently,Sales,9,1,Technical Degree,565,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0,8.026111111111112,230,0.5565217391304348
29,No,Travel_Frequently,Research & Development,1,4,Medical,566,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0,7.10237188697318,232,0.0
42,No,Travel_Rarely,Sales,21,2,Life Sciences,567,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0,7.202196251129179,246,0.008130081300813009
29,No,Travel_Rarely,Sales,4,2,Other,568,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0,10.8985589569161,245,1.0
38,No,Travel_Rarely,Research & Development,1,3,Medical,569,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0,6.523463618485743,226,0.0
28,No,Travel_Frequently,Sales,6,4,Life Sciences,570,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0,10.684742231638419,236,1.0
18,Yes,Non-Travel,Research & Development,2,4,Medical,571,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0,6.993391500474834,234,0.0
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,572,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0,8.983830721747388,234,1.0
41,No,Travel_Rarely,Research & Development,4,2,Medical,573,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0,8.124268207282913,238,0.6428571428571429
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,574,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0,7.1295670995671,231,0.004329004329004329
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,575,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,10.0,2,6,1,3,3,3,3.0,4.0,3.0,8.00203096539162,244,0.5163934426229508
27,No,Travel_Rarely,Research & Development,6,2,Medical,576,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0,7.4150274201239865,233,0.012875536480686695
34,No,Travel_Rarely,Sales,1,1,Marketing,577,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0,7.086783816425121,230,0.0
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,578,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0,6.8021223599632705,242,0.0
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,579,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0,6.79266620176662,239,0.0
40,No,Travel_Frequently,Research & Development,2,4,Medical,580,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0,6.714373219373219,234,0.0
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,581,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0,8.01858706108706,231,0.5021645021645021
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,582,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0,7.694989177489178,231,0.16883116883116883
35,No,Travel_Rarely,Research & Development,5,3,Medical,583,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0,7.065130934899657,227,0.004405286343612335
24,No,Travel_Rarely,Sales,7,4,Life Sciences,584,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0,7.908282163742689,228,0.34649122807017546
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,585,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0,10.291057422969187,238,1.0
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,586,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0,7.521268861454047,243,0.04938271604938271
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,587,Female,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,3,3.0,3.0,3.0,7.68925080682342,241,0.15352697095435686
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,588,Male,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0,10.515668510834486,241,1.0
35,No,Travel_Rarely,Research & Development,18,5,Medical,589,Female,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0,6.898151664322551,237,0.0
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,590,Male,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0,7.492503429355281,243,0.05761316872427984
35,No,Travel_Frequently,Research & Development,3,3,Medical,591,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0,7.986484953703704,240,0.5041666666666667
43,Yes,Travel_Rarely,Sales,5,3,Marketing,592,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0,7.510137741046832,242,0.05371900826446281
32,No,Non-Travel,Research & Development,11,2,Other,593,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0,6.5948269980506815,228,0.0
56,No,Travel_Rarely,Research & Development,3,2,Other,594,Male,2,Healthcare Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0,6.282283677482793,226,0.0
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,595,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,3,4,2.0,4.0,3.0,7.468521241830065,238,0.058823529411764705
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,596,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0,7.2852440725244065,239,0.0041841004184100415
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,597,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0,8.797695810564662,244,0.9918032786885246
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,598,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0,6.775005715592137,243,0.0
20,No,Travel_Rarely,Research & Development,6,3,Medical,599,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0,6.699550094966762,234,0.0
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,600,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0,10.402478354978355,231,1.0
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,601,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0,5.996221993598536,243,0.0
29,No,Travel_Rarely,Research & Development,23,3,Medical,602,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,3,2.0,4.0,2.0,8.894559306141584,237,1.0
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,603,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,4.0,3.0,9.878622831692452,237,1.0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,604,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0,5.993167372881356,236,0.0
44,No,Non-Travel,Research & Development,20,3,Life Sciences,605,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0,6.1708656609195405,232,0.0
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,606,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0,7.820513361462728,237,0.25738396624472576
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,607,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0,7.181788194444445,240,0.008333333333333333
30,No,Travel_Rarely,Sales,20,3,Marketing,608,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0,7.494121557454891,234,0.038461538461538464
40,No,Travel_Frequently,Sales,9,3,Medical,609,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0,6.791671583087512,226,0.0
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,610,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0,7.228327522082752,239,0.0
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,611,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0,7.196454031465092,226,0.0
46,No,Travel_Rarely,Research & Development,8,4,Other,612,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0,7.2899132676980765,237,0.016877637130801686
35,No,Travel_Rarely,Sales,4,4,Marketing,613,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0,8.498400423728814,236,0.9279661016949152
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,614,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0,6.56247552618698,227,0.0
33,No,Travel_Frequently,Research & Development,9,2,Medical,615,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0,6.017825712881023,226,0.0
36,No,Travel_Rarely,Research & Development,9,2,Medical,616,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0,6.583521348859777,229,0.0
30,No,Travel_Rarely,Sales,29,3,Marketing,617,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0,6.008942837465564,242,0.0
44,No,Travel_Rarely,Research & Development,3,4,Medical,618,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0,7.590850914205345,237,0.0970464135021097
20,No,Travel_Rarely,Research & Development,18,4,Medical,619,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0,6.2810387488328665,238,0.0
46,No,Travel_Rarely,Sales,9,1,Medical,620,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0,6.215752415458937,230,0.0
42,No,Non-Travel,Research & Development,5,4,Medical,621,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0,7.501866898148148,240,0.04583333333333333
60,No,Travel_Rarely,Sales,2,2,Life Sciences,622,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,2.0,4.0,3.0,8.617627847512784,239,0.9790794979079498
32,No,Travel_Frequently,Sales,10,3,Life Sciences,623,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0,7.2657635933806155,235,0.00851063829787234
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,624,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0,8.39286799620133,234,0.9230769230769231
36,No,Travel_Rarely,Sales,3,2,Marketing,625,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0,8.036303688141924,238,0.5168067226890757
33,No,Travel_Rarely,Sales,26,2,Marketing,626,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,3,1.0,4.0,3.0,6.05553656220323,234,0.0
40,No,Travel_Rarely,Research & Development,1,3,Medical,627,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0,7.291101449275362,230,0.013043478260869565
25,No,Travel_Rarely,Research & Development,6,2,Medical,628,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.0,4.0,3.0,8.014339708561021,244,0.47540983606557374
30,No,Travel_Rarely,Sales,9,3,Marketing,629,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,2,3,4.0,2.0,3.0,9.183357843137255,238,1.0
42,No,Travel_Frequently,Human Resources,8,2,Medical,630,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0,9.52881179138322,245,1.0
35,No,Non-Travel,Research & Development,1,1,Life Sciences,631,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0,9.807640027322403,244,1.0
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,632,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0,9.17621483071054,233,1.0
54,No,Travel_Frequently,Research & Development,9,2,Medical,633,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0,6.318405392840538,239,0.0
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,634,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0,6.005806030389364,234,0.0
19,Yes,Non-Travel,Sales,2,2,Other,635,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0,8.388885357815443,236,0.902542372881356
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,636,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,3,4,1.0,4.0,3.0,7.376378019323671,230,0.013043478260869565
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,637,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,3,3,4.0,4.0,3.0,7.671983151183971,244,0.13114754098360656
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,638,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,1.0,2.0,8.591818287037036,240,0.9875
31,No,Travel_Rarely,Sales,24,1,Marketing,639,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,4,3,3.0,1.0,3.0,7.271392419962335,236,0.00423728813559322
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,640,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,4.0,3.0,7.370457175925925,240,0.0125
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,641,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,4.0,3.0,6.5930100373482725,238,0.0
49,No,Travel_Rarely,Sales,14,4,Life Sciences,642,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,2,3,1.0,3.0,4.0,6.701772197962154,229,0.0
36,No,Travel_Frequently,Sales,5,2,Marketing,643,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,2.0,2.0,6.086726108824874,243,0.0
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,644,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4,3,4.0,2.0,2.0,6.085262855831037,242,0.0
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,645,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,3,3,1.0,3.0,3.0,7.984060846560848,231,0.44155844155844154
29,No,Travel_Rarely,Sales,17,4,Medical,646,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3,3,3.0,4.0,3.0,8.795437641723357,245,1.0
48,No,Travel_Rarely,Sales,1,1,Marketing,647,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,3,3,4.0,4.0,4.0,6.1804967727063165,241,0.0
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,648,Female,2,Healthcare Representative,Divorced,48050,2.0,16,1,9.0,2,7,1,7,3,3,4.0,4.0,2.0,6.917482492997198,238,0.0
34,No,Travel_Rarely,Sales,9,4,Medical,649,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3,3,3.0,3.0,2.0,5.984335901027077,238,0.0
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,650,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,3,3,2.0,2.0,3.0,7.022967334287077,233,0.0
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,651,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4,3,4.0,3.0,3.0,11.030960351377018,234,1.0
19,No,Travel_Rarely,Sales,2,4,Marketing,652,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,3,4,2.0,4.0,3.0,10.783780400572244,233,1.0
23,No,Travel_Rarely,Sales,2,3,Medical,653,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,3,3,4.0,3.0,3.0,7.485170093000489,227,0.04405286343612335
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,654,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3,3,3.0,4.0,3.0,9.204768897996358,244,1.0
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,655,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3,3,3.0,4.0,2.0,8.687972789115646,245,0.9877551020408163
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,656,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,3,3,1.0,2.0,3.0,9.878690476190476,231,1.0
55,No,Non-Travel,Research & Development,27,3,Life Sciences,657,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,2.0,3.0,9.622883101851851,240,1.0
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,658,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,3,3,1.0,3.0,1.0,7.5946807284462885,241,0.08298755186721991
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,659,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,1,3,4.0,2.0,3.0,6.90110177404295,238,0.0
34,No,Travel_Rarely,Sales,13,4,Medical,660,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,2,3,3.0,1.0,3.0,8.918751157407407,240,1.0
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,661,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,3,3,4.0,2.0,2.0,10.986178861788618,246,1.0
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,662,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,3,4,4.0,4.0,2.0,6.592285137701804,234,0.0
34,No,Travel_Frequently,Sales,14,4,Medical,663,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,2.0,4.0,6.795719907407408,240,0.0
28,No,Travel_Frequently,Research & Development,2,3,Other,664,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,3,3,4.0,3.0,2.0,10.374410628019323,230,1.0
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,665,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,1,3,3.0,1.0,2.0,7.808195035460993,235,0.2723404255319149
34,No,Travel_Frequently,Sales,1,3,Life Sciences,666,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,2.0,4.0,7.497001182033097,235,0.03829787234042553
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,667,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3,3,3.0,3.0,3.0,10.482086720867208,246,1.0
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,668,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,3,3,2.0,2.0,3.0,9.421422127255463,234,1.0
43,No,Travel_Rarely,Research & Development,7,2,Medical,669,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4,3,4.0,4.0,4.0,6.4132996632996635,231,0.0
36,No,Travel_Rarely,Research & Development,2,4,Medical,670,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,2.0,3.0,10.608310841205578,247,1.0
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,671,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,3,3,1.0,4.0,3.0,5.981031411157994,237,0.0
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,672,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,3,3,4.0,4.0,3.0,9.709561781609196,232,1.0
51,No,Travel_Frequently,Sales,21,4,Medical,673,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,3,3,2.0,3.0,2.0,6.988324842309558,229,0.0
30,No,Non-Travel,Research & Development,2,4,Other,674,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0,9.513817167577413,244,1.0
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,675,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,3,3,2.0,3.0,3.0,8.406775878442545,234,0.9401709401709402
28,No,Travel_Rarely,Sales,1,4,Life Sciences,676,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,3,3,4.0,1.0,2.0,6.7996697663328565,233,0.0
